Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,State
2017-02-15,Wagga Wagga,15.6,32.3,0.0,8.0,,E,37.0,ENE,WNW,20.0,17.0,55.0,22.0,1015.0,1009.8,,2.0,20.2,30.9,False,False,New South Wales
2017-02-15,Williamtown,15.9,27.8,0.4,,,ENE,44.0,WSW,ESE,6.0,26.0,76.0,54.0,1016.9,1013.2,,,22.3,26.5,False,False,New South Wales
2017-02-15,Wollongong,17.7,25.2,0.2,,,NE,43.0,,NE,0.0,24.0,61.0,63.0,1017.2,1012.9,7.0,,20.5,24.6,False,False,New South Wales
2017-02-15,Canberra,9.3,30.3,0.0,,,WNW,43.0,NNW,NNW,9.0,26.0,65.0,32.0,1016.0,1010.5,,1.0,16.1,27.4,False,False,New South Wales
2017-02-15,Tuggeranong,14.6,29.3,0.0,,,WNW,37.0,NW,NW,7.0,13.0,65.0,31.0,1015.5,1010.0,,,16.2,27.4,False,False,New South Wales
2017-02-15,Mount Ginini,5.2,18.7,0.0,,,WNW,37.0,NW,W,11.0,15.0,97.0,53.0,,,,,8.5,18.3,False,False,New South Wales
2017-02-15,Ballarat,6.1,29.8,0.2,,,NNW,56.0,NNE,NNW,19.0,31.0,52.0,24.0,1012.3,1008.8,8.0,4.0,14.8,27.2,False,False,Victoria
2017-02-15,Bendigo,9.1,31.3,0.0,,,NNW,52.0,SE,NNW,7.0,20.0,57.0,20.0,1013.8,1009.5,,,16.3,27.7,False,False,Victoria
2017-02-15,Sale,6.6,32.1,0.0,,,WNW,37.0,N,WSW,6.0,7.0,89.0,27.0,1013.4,1007.8,,,12.8,29.6,False,False,Victoria
2017-02-15,Melbourne Airport,7.8,31.8,0.0,6.0,12.0,N,63.0,N,N,31.0,39.0,63.0,18.0,1013.0,1008.3,6.0,3.0,17.0,29.2,False,False,Victoria
2017-02-15,Melbourne,10.0,31.5,0.0,6.0,12.0,N,48.0,NNE,NNW,9.0,26.0,70.0,25.0,1013.4,1007.9,6.0,3.0,14.9,29.4,False,False,Victoria
2017-02-15,Mildura,12.2,35.7,0.0,,,NW,41.0,N,WNW,13.0,13.0,34.0,12.0,1013.2,1009.6,5.0,,20.3,34.3,False,False,Victoria
2017-02-15,Nhil,14.9,34.8,0.0,,,W,57.0,NNE,WNW,15.0,30.0,47.0,15.0,1011.9,1007.3,,,18.9,33.3,False,False,Victoria
2017-02-15,Portland Airport,10.1,28.7,0.0,,,W,61.0,N,W,19.0,43.0,61.0,60.0,1009.3,1007.3,5.0,1.0,17.4,22.9,False,True,Victoria
2017-02-15,Watsonia,7.6,31.6,0.0,6.0,12.0,NNE,46.0,E,NNW,6.0,24.0,94.0,24.0,1013.5,1008.3,6.0,3.0,12.4,29.7,False,False,Victoria
2017-02-15,Dartmoor,10.5,31.6,0.0,,,NW,56.0,N,W,13.0,26.0,56.0,30.0,1010.0,1006.8,,,18.4,29.6,False,False,Victoria
2017-02-15,Brisbane,21.7,30.4,0.2,9.8,10.5,ESE,26.0,E,E,7.0,15.0,57.0,46.0,1014.5,1012.1,3.0,3.0,27.2,28.7,False,False,Queensland
2017-02-15,Cairns,27.2,32.8,0.0,,,SSE,41.0,SSE,SSE,6.0,22.0,64.0,78.0,1009.8,1007.4,6.0,3.0,31.2,27.7,False,False,Queensland
2017-02-15,Gold Coast,24.1,30.4,0.2,,,SE,37.0,SSE,SE,26.0,28.0,67.0,60.0,1014.9,1012.7,,,26.9,27.6,False,False,Queensland
2017-02-15,Townsville,24.8,33.9,1.8,9.8,,ENE,37.0,SE,ENE,17.0,13.0,76.0,72.0,1010.8,1007.4,7.0,4.0,29.0,29.8,True,True,Queensland
2017-02-15,Adelaide,18.1,33.4,0.0,,,NNW,37.0,N,WSW,11.0,15.0,29.0,28.0,1011.9,1010.0,,,25.3,31.6,False,False,South Australia
2017-02-15,Mount Gambier,12.0,30.2,0.2,,,WNW,59.0,N,W,22.0,33.0,45.0,46.0,1009.7,1007.6,1.0,1.0,20.4,25.1,False,False,South Australia
2017-02-15,Nuriootpa,13.2,32.5,0.0,7.4,9.0,W,59.0,N,W,9.0,33.0,36.0,18.0,1011.5,1008.7,6.0,,21.9,31.8,False,False,South Australia
2017-02-15,Woomera,19.6,37.0,0.0,16.6,,S,41.0,N,WSW,24.0,20.0,25.0,13.0,1012.2,1009.8,5.0,,27.1,36.0,False,False,South Australia
2017-02-15,Albany,16.8,19.3,0.0,2.2,,,,SSE,,28.0,,70.0,,1019.4,1018.1,8.0,,17.8,,False,False,Western Australia
2017-02-15,Witchcliffe,15.2,22.8,0.4,,,SSE,46.0,SE,SSE,20.0,31.0,70.0,52.0,1018.8,1016.5,,,16.9,20.9,False,False,Western Australia
2017-02-15,RAAF Base Pearce,18.7,32.7,0.2,,9.0,ESE,30.0,ESE,E,17.0,11.0,73.0,51.0,1014.9,1011.5,7.0,5.0,25.2,31.5,False,False,Western Australia
2017-02-15,Perth Airport,19.2,32.3,0.0,8.0,9.0,ESE,39.0,ENE,ENE,20.0,13.0,71.0,51.0,1015.2,1011.9,7.0,7.0,24.5,30.5,False,False,Western Australia
2017-02-15,Perth,20.6,32.4,0.0,8.0,9.0,ENE,22.0,E,SSW,11.0,13.0,71.0,52.0,1015.1,1011.9,7.0,7.0,25.0,31.3,False,False,Western Australia
2017-02-15,Salmon Gums,16.4,21.7,0.4,,,S,33.0,S,S,15.0,15.0,91.0,64.0,,,,,17.4,21.3,False,False,Western Australia
2017-02-15,North Walpole,14.7,20.5,1.0,,,SE,35.0,SE,SSE,17.0,13.0,64.0,58.0,1019.2,1017.7,,,17.3,19.0,False,False,Western Australia
2017-02-15,Hobart,9.8,27.7,0.0,4.6,8.8,NW,69.0,NNW,NNW,28.0,37.0,58.0,15.0,1009.0,999.8,7.0,4.0,15.3,27.1,False,False,Tasmania
2017-02-15,Launceston,6.8,21.2,0.0,,,NNW,41.0,NW,NNW,6.0,24.0,80.0,57.0,,,7.0,8.0,14.3,20.2,False,False,Tasmania
2017-02-15,Alice Springs,17.7,37.7,0.0,28.0,,SE,44.0,E,SE,17.0,19.0,13.0,10.0,1010.5,1006.5,,,28.7,36.6,False,False,Northern Territory
2017-02-15,Darwin,26.7,31.9,0.0,7.2,10.2,W,41.0,W,W,20.0,24.0,70.0,60.0,1010.9,1008.7,7.0,6.0,29.2,31.2,False,False,Northern Territory
2017-02-15,Katherine,23.6,34.0,0.0,5.6,,NW,39.0,WNW,WNW,22.0,22.0,79.0,,1010.0,1006.9,4.0,,27.4,,False,False,Northern Territory
2017-02-15,Uluru,20.1,38.9,0.0,,,E,28.0,ENE,SE,19.0,7.0,19.0,12.0,1010.6,1006.2,,,29.3,37.9,False,False,Northern Territory
2017-02-16,Albury Airport,13.4,37.8,0.0,,,W,52.0,E,WNW,2.0,26.0,50.0,10.0,1010.8,1007.0,,,20.1,37.0,False,False,New South Wales
2017-02-16,Badgerys Creek,16.3,37.9,0.0,,,ENE,35.0,NNW,N,2.0,6.0,87.0,29.0,1012.2,1007.7,,,22.8,36.8,False,False,New South Wales
2017-02-16,Cobar,21.3,38.6,0.0,,,NNW,46.0,ESE,WSW,17.0,9.0,18.0,9.0,1010.0,1007.7,6.0,7.0,28.3,36.8,False,False,New South Wales
2017-02-16,Coffs Harbour,19.5,29.8,0.2,,,NNE,52.0,NNW,NNE,17.0,33.0,65.0,65.0,1014.4,1012.2,1.0,,25.6,27.7,False,False,New South Wales
2017-02-16,Moree,22.4,37.3,0.0,,,NNE,52.0,NE,N,33.0,17.0,56.0,28.0,1013.2,1009.4,,5.0,25.2,35.3,False,False,New South Wales
2017-02-16,Newcastle,18.0,34.6,0.0,,,,,NE,,9.0,,73.0,,,,1.0,,23.2,,False,False,New South Wales
2017-02-16,Norah Head,20.0,28.7,0.2,,,NE,46.0,NNW,NE,6.0,28.0,77.0,73.0,1012.3,1009.5,,,23.9,27.7,False,False,New South Wales
2017-02-16,Norfolk Island,21.1,24.7,10.8,3.0,,SE,39.0,SSE,SE,17.0,13.0,90.0,96.0,1010.9,1010.0,8.0,8.0,23.2,21.8,True,True,Island
2017-02-16,Penrith,18.1,38.3,0.0,,,ENE,39.0,NNE,NNE,4.0,7.0,69.0,27.0,,,,,23.2,37.0,False,False,New South Wales
2017-02-16,Richmond RAAF,16.3,39.0,0.0,6.0,,ENE,41.0,NE,NE,4.0,13.0,74.0,25.0,1012.3,1007.5,,,22.4,36.7,False,False,New South Wales
2017-02-16,Sydney,19.5,30.0,0.0,8.0,11.1,NNE,54.0,W,ENE,6.0,24.0,63.0,51.0,1012.1,1009.0,1.0,1.0,23.4,28.8,False,False,New South Wales
2017-02-16,Sydney Airport,20.3,33.1,0.0,8.0,11.1,NNE,57.0,WNW,NE,13.0,31.0,65.0,43.0,1012.1,1008.6,1.0,1.0,24.0,32.4,False,False,New South Wales
2017-02-16,Wagga Wagga,13.0,36.3,0.0,8.0,,WNW,37.0,ENE,NW,15.0,20.0,47.0,9.0,1010.8,1007.7,1.0,,21.7,34.8,False,False,New South Wales
2017-02-16,Williamtown,16.7,34.6,0.0,,,ENE,39.0,NW,ESE,9.0,22.0,71.0,39.0,1012.5,1009.1,,,23.0,33.9,False,False,New South Wales
2017-02-16,Wollongong,20.0,26.5,0.0,,,NE,39.0,ENE,N,7.0,15.0,73.0,73.0,1011.3,1008.9,,,24.5,25.7,False,False,New South Wales
2017-02-16,Canberra,10.4,34.4,0.0,,,N,44.0,E,NNW,4.0,20.0,50.0,13.0,1011.9,1008.6,,,19.9,33.0,False,False,New South Wales
2017-02-16,Tuggeranong,10.7,34.0,0.0,,,W,37.0,,NW,0.0,15.0,54.0,15.0,1011.5,1008.1,,,19.3,32.7,False,False,New South Wales
2017-02-16,Mount Ginini,8.5,23.7,0.0,,,NW,31.0,W,W,11.0,11.0,35.0,35.0,,,,,16.3,23.2,False,False,New South Wales
2017-02-16,Ballarat,13.9,27.3,0.0,,,WNW,43.0,ESE,W,15.0,15.0,91.0,47.0,1010.4,1007.9,4.0,,16.0,24.5,False,False,Victoria
2017-02-16,Bendigo,15.3,31.8,0.0,,,WNW,43.0,SSE,NW,13.0,22.0,67.0,29.0,1010.0,1007.0,5.0,,20.0,31.4,False,False,Victoria
2017-02-16,Sale,11.9,23.5,0.0,,,SE,41.0,ESE,SE,6.0,22.0,76.0,61.0,1012.1,1008.7,5.0,4.0,18.9,22.8,False,False,Victoria
2017-02-16,Melbourne Airport,16.4,25.2,0.0,9.2,8.3,SSE,41.0,S,SSE,17.0,20.0,89.0,57.0,1011.5,1007.9,8.0,1.0,16.6,23.1,False,False,Victoria
2017-02-16,Melbourne,14.9,23.6,0.0,9.2,8.3,SSW,37.0,S,SSW,9.0,13.0,81.0,63.0,1011.6,1008.4,8.0,1.0,17.5,21.9,False,False,Victoria
2017-02-16,Mildura,16.9,35.4,0.0,,,SSW,41.0,S,W,15.0,15.0,60.0,26.0,1011.2,1008.5,1.0,1.0,21.3,33.1,False,False,Victoria
2017-02-16,Nhil,15.5,28.0,0.0,,,SW,48.0,SW,WNW,9.0,24.0,73.0,43.0,1011.3,1009.1,,,18.4,24.6,False,False,Victoria
2017-02-16,Portland Airport,5.5,19.2,1.6,,,WSW,31.0,,WSW,0.0,19.0,88.0,56.0,1012.2,1010.9,8.0,8.0,13.7,18.0,True,False,Victoria
2017-02-16,Watsonia,12.3,26.8,0.0,9.2,8.3,SW,35.0,SW,SW,11.0,17.0,87.0,52.0,1011.3,1007.5,8.0,1.0,17.6,26.0,False,False,Victoria
2017-02-16,Dartmoor,9.9,21.7,0.2,,,S,31.0,,SW,0.0,13.0,82.0,51.0,1012.4,1010.5,,,13.6,19.6,False,False,Victoria
2017-02-16,Brisbane,21.1,31.7,0.0,9.4,9.5,ENE,26.0,NE,ENE,4.0,13.0,58.0,50.0,1015.5,1012.5,7.0,1.0,26.8,29.9,False,False,Queensland
2017-02-16,Cairns,25.1,32.2,0.0,,,E,48.0,S,ESE,9.0,20.0,70.0,72.0,1011.0,1008.3,6.0,2.0,29.7,30.7,False,True,Queensland
2017-02-16,Gold Coast,22.7,29.3,0.0,,,NE,30.0,ENE,ENE,7.0,20.0,58.0,60.0,1015.3,1013.1,,,26.8,27.9,False,False,Queensland
2017-02-16,Townsville,23.7,29.4,38.0,11.6,,E,61.0,E,ESE,22.0,20.0,94.0,93.0,1012.1,1011.0,8.0,8.0,24.6,23.5,True,True,Queensland
2017-02-16,Adelaide,18.1,26.9,0.0,,,WSW,30.0,N,WSW,4.0,13.0,67.0,50.0,1012.2,1010.9,,,22.3,26.0,False,False,South Australia
2017-02-16,Mount Gambier,8.6,22.3,0.0,,,W,35.0,E,WSW,7.0,20.0,64.0,45.0,1012.2,1010.5,7.0,7.0,15.5,21.2,False,,South Australia
2017-02-16,Nuriootpa,14.0,28.0,0.0,10.5,11.1,WSW,44.0,E,W,7.0,22.0,77.0,42.0,1011.4,1009.2,3.0,,20.1,27.0,False,False,South Australia
2017-02-16,Woomera,21.6,36.9,0.0,4.2,,SSW,48.0,SSE,SW,20.0,15.0,53.0,26.0,1011.0,1009.1,6.0,,23.7,33.4,False,False,South Australia
2017-02-16,Albany,12.0,19.9,0.0,3.4,,,,WSW,,2.0,,65.0,,1018.4,1017.7,3.0,,17.8,,False,False,Western Australia
2017-02-16,Witchcliffe,10.7,23.4,0.0,,,SSE,44.0,ESE,SSE,22.0,26.0,57.0,53.0,1018.1,1016.8,,,17.7,21.7,False,False,Western Australia
2017-02-16,RAAF Base Pearce,18.2,32.0,0.0,,11.3,ESE,54.0,SE,E,22.0,9.0,62.0,44.0,1013.6,1011.8,,,22.9,30.7,False,False,Western Australia
2017-02-16,Perth Airport,18.1,31.3,0.0,8.2,11.3,ESE,56.0,ESE,W,11.0,22.0,56.0,47.0,1015.0,1012.1,1.0,1.0,22.7,29.4,False,False,Western Australia
2017-02-16,Perth,18.6,30.8,0.0,8.2,11.3,ENE,28.0,E,SW,9.0,13.0,62.0,47.0,1014.9,1012.3,1.0,1.0,22.8,29.4,False,False,Western Australia
2017-02-16,Salmon Gums,14.7,25.6,0.0,,,S,35.0,SE,SSW,11.0,13.0,71.0,52.0,,,,,17.3,24.4,False,False,Western Australia
2017-02-16,North Walpole,9.9,20.4,0.0,,,SE,31.0,SSE,SSE,9.0,20.0,67.0,66.0,1018.2,1017.7,,,17.0,18.2,False,False,Western Australia
2017-02-16,Hobart,9.9,23.6,0.0,9.2,12.5,WNW,48.0,NNW,NE,19.0,19.0,46.0,29.0,1009.3,1006.5,1.0,2.0,15.3,22.5,False,False,Tasmania
2017-02-16,Launceston,7.6,23.0,0.0,,,NNW,39.0,NE,NNW,2.0,19.0,69.0,38.0,,,,,14.5,21.6,False,False,Tasmania
2017-02-16,Alice Springs,16.1,39.1,0.0,14.2,,ENE,30.0,E,SE,9.0,13.0,13.0,9.0,1009.6,1006.0,,,29.4,37.0,False,False,Northern Territory
2017-02-16,Darwin,26.8,32.0,0.0,7.0,7.7,W,35.0,WSW,W,19.0,24.0,75.0,65.0,1010.5,1007.7,6.0,4.0,29.1,30.9,False,False,Northern Territory
2017-02-16,Katherine,24.6,35.5,0.0,4.8,,SE,46.0,WNW,W,19.0,17.0,81.0,,1009.4,1005.6,4.0,,28.0,,False,False,Northern Territory
2017-02-16,Uluru,19.3,40.1,0.0,,,SW,30.0,E,N,11.0,9.0,22.0,14.0,1009.0,1005.6,,,29.2,38.9,False,False,Northern Territory
2017-02-17,Albury Airport,17.5,32.0,0.0,,,NW,37.0,SE,NNW,6.0,13.0,53.0,37.0,1008.3,1007.1,,1.0,23.3,28.9,False,False,New South Wales
2017-02-17,Badgerys Creek,17.9,38.1,0.0,,,SSW,57.0,SE,S,2.0,30.0,80.0,59.0,1010.0,1006.3,,,24.4,23.7,False,True,New South Wales
2017-02-17,Cobar,20.6,40.8,0.0,,,WSW,41.0,WSW,NW,6.0,15.0,14.0,5.0,1007.9,1006.2,,,29.9,39.7,False,False,New South Wales
2017-02-17,Coffs Harbour,23.2,29.3,0.0,,,NNE,54.0,N,NNE,22.0,35.0,68.0,67.0,1014.3,1010.6,,,25.6,27.7,False,True,New South Wales
2017-02-17,Moree,25.2,39.5,0.0,,,WSW,85.0,NNE,N,33.0,15.0,53.0,26.0,1012.7,1008.3,1.0,1.0,27.3,37.2,False,True,New South Wales
2017-02-17,Newcastle,22.2,37.5,0.0,,,,,NE,,9.0,,70.0,,,,2.0,,26.6,,False,True,New South Wales
2017-02-17,Norah Head,21.7,28.5,0.0,,,S,57.0,NNE,NNE,19.0,41.0,89.0,84.0,1010.3,1006.1,,,24.1,23.5,False,True,New South Wales
2017-02-17,Norfolk Island,20.9,22.9,8.0,3.2,,ESE,43.0,ESE,ESE,22.0,24.0,92.0,85.0,1014.6,1013.6,8.0,7.0,21.7,22.5,True,,Island
2017-02-17,Penrith,20.3,38.5,0.0,,,WSW,44.0,N,SSW,4.0,20.0,56.0,68.0,,,,,26.5,26.9,False,True,New South Wales
2017-02-17,Richmond RAAF,18.7,40.9,0.0,8.0,,SSW,54.0,NE,SSW,7.0,9.0,60.0,31.0,1009.8,1003.7,,,25.3,35.3,False,True,New South Wales
2017-02-17,Sydney,22.6,29.9,0.0,11.2,6.6,N,70.0,NE,NE,9.0,9.0,66.0,59.0,1009.8,1005.7,4.0,7.0,26.6,26.8,False,True,New South Wales
2017-02-17,Sydney Airport,22.8,32.6,0.0,11.2,6.6,N,67.0,NE,NE,15.0,35.0,64.0,51.0,1009.8,1005.3,4.0,7.0,27.2,29.2,False,True,New South Wales
2017-02-17,Wagga Wagga,16.9,34.9,0.0,12.0,,WSW,43.0,ENE,W,13.0,17.0,32.0,24.0,1008.5,1006.5,8.0,8.0,23.9,32.8,False,,New South Wales
2017-02-17,Williamtown,22.9,35.0,0.0,,,SW,74.0,NNE,ENE,13.0,24.0,66.0,46.0,1010.5,1006.6,2.0,,26.5,33.9,False,True,New South Wales
2017-02-17,Wollongong,20.9,27.0,0.0,,,N,89.0,NE,NNW,20.0,35.0,84.0,69.0,1009.2,1006.8,7.0,8.0,23.4,24.2,False,True,New South Wales
2017-02-17,Canberra,10.0,36.3,0.0,,,WNW,56.0,S,WNW,6.0,37.0,38.0,14.0,1009.4,1006.1,,1.0,21.6,34.0,False,False,New South Wales
2017-02-17,Tuggeranong,10.4,35.2,0.0,,,WSW,50.0,W,WNW,6.0,26.0,43.0,20.0,1009.2,1005.8,,,20.6,32.7,False,False,New South Wales
2017-02-17,Mount Ginini,14.6,23.9,0.0,,,W,52.0,WNW,WNW,13.0,20.0,41.0,48.0,,,,,17.7,18.9,False,False,New South Wales
2017-02-17,Ballarat,8.9,22.7,0.0,,,WNW,43.0,WSW,WNW,11.0,26.0,82.0,43.0,1009.6,1008.4,5.0,2.0,12.8,20.2,False,False,Victoria
2017-02-17,Bendigo,11.6,26.4,0.0,,,WSW,41.0,SW,W,17.0,20.0,65.0,30.0,1009.4,1008.1,,,16.7,24.5,False,False,Victoria
2017-02-17,Sale,16.2,22.1,0.0,,,SSE,31.0,WSW,SE,6.0,20.0,83.0,63.0,1008.7,1007.9,8.0,8.0,17.3,20.6,False,False,Victoria
2017-02-17,Melbourne Airport,11.3,25.6,0.0,7.4,9.9,SSW,54.0,WNW,WSW,13.0,15.0,72.0,32.0,1009.8,1008.1,7.0,1.0,16.2,23.9,False,False,Victoria
2017-02-17,Melbourne,13.7,25.5,0.0,7.4,9.9,S,35.0,W,S,7.0,11.0,68.0,45.0,1009.8,1008.7,7.0,1.0,17.6,21.9,False,False,Victoria
2017-02-17,Mildura,15.5,28.9,0.0,,,SSW,37.0,S,WSW,13.0,19.0,49.0,27.0,1012.6,1010.5,1.0,2.0,17.5,26.8,False,False,Victoria
2017-02-17,Nhil,8.7,25.0,0.0,,,WSW,52.0,NW,W,11.0,30.0,67.0,48.0,1011.4,1010.2,,,14.8,20.9,False,False,Victoria
2017-02-17,Portland Airport,11.0,19.1,0.0,,,W,57.0,NW,W,19.0,28.0,80.0,89.0,1009.6,1009.3,8.0,8.0,14.2,14.8,False,True,Victoria
2017-02-17,Watsonia,13.1,25.9,0.0,7.4,9.9,SW,35.0,SSE,W,2.0,15.0,76.0,38.0,1009.8,1008.5,7.0,1.0,16.4,23.7,False,False,Victoria
2017-02-17,Dartmoor,11.0,22.2,0.0,,,WNW,46.0,NNW,WNW,11.0,20.0,76.0,71.0,1010.0,1009.6,,,14.9,19.2,False,False,Victoria
2017-02-17,Brisbane,23.1,31.8,0.0,9.4,10.5,ENE,24.0,NE,NE,4.0,11.0,58.0,47.0,1015.8,1012.0,5.0,1.0,27.1,30.4,False,False,Queensland
2017-02-17,Cairns,23.8,31.2,17.8,,,SE,37.0,SSW,SSE,9.0,28.0,85.0,74.0,1013.1,1011.1,8.0,8.0,25.5,28.9,True,False,Queensland
2017-02-17,Gold Coast,23.1,29.1,0.0,,,NE,35.0,NE,NNE,13.0,30.0,56.0,58.0,1015.7,1012.4,,,28.0,28.1,False,False,Queensland
2017-02-17,Townsville,22.9,31.7,13.6,2.2,,E,31.0,ESE,NE,19.0,24.0,73.0,61.0,1013.5,1011.6,1.0,,29.2,30.6,True,False,Queensland
2017-02-17,Adelaide,15.6,23.4,0.0,,,WSW,41.0,WSW,WSW,13.0,15.0,58.0,54.0,1013.9,1013.6,,,19.1,22.3,False,False,South Australia
2017-02-17,Mount Gambier,10.2,21.4,,,,,,NW,W,13.0,39.0,82.0,65.0,1010.6,1010.1,8.0,8.0,14.8,18.9,,True,South Australia
2017-02-17,Nuriootpa,10.2,21.2,0.0,7.2,4.2,SW,39.0,W,WSW,6.0,22.0,65.0,50.0,1013.1,1012.2,3.0,,16.0,20.8,False,False,South Australia
2017-02-17,Woomera,18.1,29.8,0.0,11.4,,SSW,52.0,S,SSW,28.0,31.0,59.0,27.0,1013.0,1012.0,6.0,,19.8,27.2,False,False,South Australia
2017-02-17,Albany,15.9,21.2,0.0,6.2,,,,SSE,,2.0,,73.0,,1023.2,1022.3,6.0,,18.8,,False,False,Western Australia
2017-02-17,Witchcliffe,12.5,26.7,0.0,,,SSE,41.0,E,SSE,20.0,28.0,70.0,52.0,1021.7,1019.3,,,17.4,24.2,False,False,Western Australia
2017-02-17,RAAF Base Pearce,16.3,32.1,0.0,,12.3,ESE,50.0,ESE,SE,24.0,22.0,57.0,37.0,1018.0,1015.4,,,21.6,31.3,False,False,Western Australia
2017-02-17,Perth Airport,15.9,32.2,0.0,8.4,12.3,E,48.0,E,E,26.0,20.0,50.0,28.0,1018.7,1015.8,0.0,0.0,21.4,31.9,False,False,Western Australia
2017-02-17,Perth,16.2,32.4,0.0,8.4,12.3,ENE,31.0,ESE,ESE,9.0,11.0,53.0,33.0,1018.5,1015.7,0.0,0.0,21.8,32.0,False,False,Western Australia
2017-02-17,Salmon Gums,12.8,23.8,0.0,,,SE,31.0,SSE,SSE,7.0,19.0,70.0,55.0,,,,,16.7,22.2,False,False,Western Australia
2017-02-17,North Walpole,14.2,22.4,0.0,,,SE,39.0,E,ESE,11.0,20.0,83.0,60.0,1023.0,1021.5,,,17.1,21.5,False,False,Western Australia
2017-02-17,Hobart,11.5,24.5,0.0,7.6,6.1,WNW,50.0,N,NW,9.0,26.0,52.0,34.0,1003.2,1000.1,7.0,6.0,14.5,22.3,False,False,Tasmania
2017-02-17,Launceston,10.3,19.6,0.0,,,NNW,46.0,NNW,NW,15.0,26.0,75.0,66.0,,,6.0,8.0,15.2,18.7,False,False,Tasmania
2017-02-17,Alice Springs,16.6,40.5,0.0,11.6,,SE,41.0,ENE,ENE,7.0,9.0,11.0,9.0,1009.9,1006.8,,,31.0,39.3,False,False,Northern Territory
2017-02-17,Darwin,26.6,32.5,0.0,4.4,10.5,WSW,39.0,W,W,17.0,24.0,74.0,61.0,1010.8,1008.6,7.0,7.0,29.3,31.9,False,False,Northern Territory
2017-02-17,Katherine,23.8,35.9,0.8,6.8,,S,50.0,WNW,WSW,15.0,13.0,79.0,,1010.3,1006.9,2.0,,28.0,,False,True,Northern Territory
2017-02-17,Uluru,19.9,39.3,0.0,,,SSE,41.0,SE,SSE,24.0,11.0,34.0,12.0,1010.7,1008.3,,,29.3,38.3,False,False,Northern Territory
2017-02-18,Albury Airport,13.9,25.1,1.0,,,W,44.0,WSW,WNW,15.0,26.0,62.0,28.0,1008.6,1007.7,,,18.8,24.0,False,False,New South Wales
2017-02-18,Badgerys Creek,19.5,31.5,5.2,,,ENE,35.0,E,ESE,11.0,22.0,91.0,56.0,1006.2,1003.7,,,24.8,30.1,True,True,New South Wales
2017-02-18,Cobar,22.3,30.4,0.0,,,SW,43.0,S,SW,20.0,26.0,35.0,25.0,1008.1,1007.0,2.0,,22.9,28.9,False,False,New South Wales
2017-02-18,Coffs Harbour,20.8,30.2,16.0,,,NNE,59.0,NNE,NNE,20.0,43.0,74.0,67.0,1008.9,1005.5,1.0,,25.6,28.4,True,False,New South Wales
2017-02-18,Moree,22.7,40.3,4.6,,,WSW,96.0,NNE,N,31.0,28.0,67.0,25.0,1008.5,1003.4,,,26.4,38.1,True,True,New South Wales
2017-02-18,Newcastle,20.4,34.5,2.2,,,,,NW,,9.0,,57.0,,,,3.0,,28.0,,True,True,New South Wales
2017-02-18,Norah Head,20.1,25.5,6.2,,,SSE,44.0,,SSW,0.0,9.0,71.0,90.0,1006.2,1005.1,,,24.6,24.3,True,True,New South Wales
2017-02-18,Norfolk Island,20.8,26.2,,,,ESE,41.0,ESE,ESE,19.0,26.0,86.0,81.0,1015.3,1013.2,7.0,8.0,22.4,24.0,,,Island
2017-02-18,Penrith,20.7,32.2,5.2,,,ESE,33.0,SSE,E,7.0,17.0,78.0,53.0,,,,,24.2,29.9,True,True,New South Wales
2017-02-18,Richmond RAAF,21.0,32.0,12.4,,,E,39.0,ENE,E,7.0,24.0,67.0,57.0,1005.8,1003.2,,5.0,26.4,30.0,True,True,New South Wales
2017-02-18,Sydney,21.8,29.4,8.0,5.4,7.0,SE,41.0,S,ESE,17.0,20.0,79.0,58.0,1007.1,1004.9,3.0,2.0,22.9,28.8,True,True,New South Wales
2017-02-18,Sydney Airport,22.0,28.4,2.2,5.4,7.0,SSW,52.0,S,SE,28.0,24.0,87.0,65.0,1007.1,1004.8,3.0,2.0,23.0,27.7,True,False,New South Wales
2017-02-18,Wagga Wagga,15.5,26.8,,,,WSW,52.0,W,W,15.0,31.0,53.0,19.0,1008.5,1007.1,7.0,,17.9,25.4,,,New South Wales
2017-02-18,Williamtown,20.2,33.5,15.6,,,,,NW,E,19.0,22.0,65.0,38.0,1006.2,1002.9,,,26.1,32.6,True,True,New South Wales
2017-02-18,Wollongong,21.0,24.1,4.0,,,NNW,56.0,SSE,S,19.0,22.0,86.0,79.0,1006.9,1004.7,8.0,6.0,21.8,22.1,True,True,New South Wales
2017-02-18,Canberra,15.5,24.0,0.0,,,NW,44.0,N,N,9.0,24.0,62.0,76.0,1006.4,1006.3,5.0,8.0,18.2,15.7,False,True,New South Wales
2017-02-18,Tuggeranong,17.0,21.7,0.0,,,NNW,30.0,NE,N,9.0,13.0,52.0,78.0,1006.2,1005.9,,,19.6,15.8,False,True,New South Wales
2017-02-18,Mount Ginini,9.0,15.7,0.0,,,NW,44.0,WNW,WNW,20.0,13.0,67.0,64.0,,,,,11.9,14.1,False,False,New South Wales
2017-02-18,Ballarat,8.3,17.9,0.0,,,W,43.0,WSW,SW,17.0,20.0,75.0,37.0,1010.4,1010.0,4.0,8.0,10.9,16.6,False,False,Victoria
